YEAR,LEVEL,REGION,SECTOR,GRADE,GENDER,S. ENROLLED, PANDEMIC ,STRANDS
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,3,M,"123,948",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,3,M,"36,195",N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,3,M,"69,460",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,3,M,"77,253",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,3,M,"76,822",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,3,M,"49,033",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,3,M,"39,887",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,3,M,"52,286",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,3,M,"52,879",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,3,M,"49,551",N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,3,M,"31,666",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,3,M,"41,761",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,3,M,"15,914",N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,3,M,"88,393",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,3,F,"42,932",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,3,F,"32,085",N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,3,F,"95,249",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,3,F,"116,632",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,3,F,"33,282",N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,3,F,"63,586",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,3,F,"71,014",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,3,F,"70,247",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,3,F,"45,368",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,3,F,"37,501",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,3,F,"48,152",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,3,F,"49,238",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,3,F,"46,853",N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,3,F,"29,305",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,3,F,"41,601",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,3,F,"14,568",N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,3,F,"83,449",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,4,M,"49,234",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,4,M,"36,881",N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,4,M,"107,770",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,4,M,"136,820",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,4,M,"36,445",N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,4,M,"69,223",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,4,M,"80,463",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,4,M,"82,317",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,4,M,"49,991",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,4,M,"42,549",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,4,M,"54,465",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,4,M,"55,454",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,4,M,"53,059",N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,4,M,"32,352",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,4,M,"38,553",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,4,M,"16,736",N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,4,M,"94,422",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,4,F,"45,681",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,4,F,"34,469",N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,4,F,"100,385",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,4,F,"129,055",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,4,F,"34,051",N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,4,F,"63,366",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,4,F,"73,748",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,4,F,"75,473",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,4,F,"46,077",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,4,F,"39,581",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,4,F,"49,677",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,4,F,"51,777",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,4,F,"49,756",N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,4,F,"30,133",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,4,F,"39,321",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,4,F,"15,602",N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,4,F,"89,997",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,5,M,"53,255",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,5,M,"37,837",N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,5,M,"115,159",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,5,M,"142,389",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,5,M,"37,686",N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,5,M,"73,099",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,5,M,"85,804",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,5,M,"83,662",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,5,M,"54,511",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,5,M,"45,750",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,5,M,"54,538",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,5,M,"54,228",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,5,M,"54,084",N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,5,M,"33,306",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,5,M,"36,370",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,5,M,"17,569",N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,5,M,"99,301",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,5,F,"48,739",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,5,F,"35,499",N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,5,F,"108,076",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,5,F,"133,627",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,5,F,"35,296",N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,5,F,"67,995",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,5,F,"78,702",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,5,F,"77,722",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,5,F,"50,728",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,5,F,"42,730",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,5,F,"50,702",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,5,F,"50,957",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,5,F,"51,161",N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,5,F,"30,860",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,5,F,"38,484",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,5,F,"16,085",N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,5,F,"94,872",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,6,M,"54,463",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,6,M,"37,137",N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,6,M,"114,390",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,6,M,"141,337",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,6,M,"37,009",N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,6,M,"76,549",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,6,M,"88,476",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,6,M,"84,336",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,6,M,"55,379",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,6,M,"45,688",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,6,M,"54,665",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,6,M,"57,217",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,6,M,"52,426",N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,6,M,"32,541",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,6,M,"33,618",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,6,M,"17,865",N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,6,M,"98,667",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,6,F,"49,001",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,6,F,"34,678",N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,6,F,"106,799",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,6,F,"132,930",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,6,F,"34,678",N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,6,F,"70,121",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,6,F,"81,412",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,6,F,"77,945",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,6,F,"50,295",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,6,F,"43,114",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,6,F,"51,738",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,6,F,"53,649",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,6,F,"50,428",N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,6,F,"30,371",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,6,F,"37,001",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,6,F,"16,426",N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,6,F,"93,954",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,NG,M,"1,601",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,NG,M,856,N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,NG,M,"3,806",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,NG,M,"5,491",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,NG,M,903,N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,NG,M,"1,393",N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,NG,M,"2,784",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,NG,M,"2,342",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,NG,M,921,N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,NG,M,"1,645",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,NG,M,"1,662",N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,NG,M,"2,234",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,NG,M,866,N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,NG,M,915,N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,NG,M,131,N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,NG,M,405,N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,NG,M,"5,979",N,
2018-2019,GS, Region I - Ilocos Region ,PUBLIC,NG,F,"1,022",N,
2018-2019,GS, Region II - Cagayan Valley ,PUBLIC,NG,F,571,N,
2018-2019,GS, Region III - Central Luzon ,PUBLIC,NG,F,"2,376",N,
2018-2019,GS, Region IV-A - CALABARZON ,PUBLIC,NG,F,"3,290",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PUBLIC,NG,F,600,N,
2018-2019,GS, Region V - Bicol Region ,PUBLIC,NG,F,947,N,
2018-2019,GS, Region VI - Western Visayas ,PUBLIC,NG,F,"1,943",N,
2018-2019,GS, Region VII - Central Visayas ,PUBLIC,NG,F,"1,498",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PUBLIC,NG,F,561,N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PUBLIC,NG,F,"1,067",N,
2018-2019,GS, Region X - Northern Mindanao ,PUBLIC,NG,F,987,N,
2018-2019,GS, Region XI - Davao Region ,PUBLIC,NG,F,"1,252",N,
2018-2019,GS, Region XII - Soccsksargen ,PUBLIC,NG,F,557,N,
2018-2019,GS, CARAGA - CARAGA ,PUBLIC,NG,F,628,N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PUBLIC,NG,F,113,N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PUBLIC,NG,F,203,N,
2018-2019,GS, NCR - National Capital Region ,PUBLIC,NG,F,"3,098",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,KINDER,M,"5,524",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,KINDER,M,"4,016",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,KINDER,M,"17,783",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,KINDER,M,"30,273",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,KINDER,M,"2,577",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,KINDER,M,"5,800",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,KINDER,M,"11,104",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,KINDER,M,"10,370",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,KINDER,M,"2,819",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,KINDER,M,"3,231",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,KINDER,M,"6,193",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,KINDER,M,"6,930",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,KINDER,M,"5,960",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,KINDER,M,"2,826",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,KINDER,M,"3,681",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,KINDER,M,"2,936",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,KINDER,M,"31,121",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,KINDER,F,"5,520",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,KINDER,F,"3,682",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,KINDER,F,"16,835",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,KINDER,F,"28,321",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,KINDER,F,"2,305",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,KINDER,F,"5,391",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,KINDER,F,"10,496",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,KINDER,F,"9,800",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,KINDER,F,"2,544",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,KINDER,F,"2,877",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,KINDER,F,"5,717",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,KINDER,F,"6,332",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,KINDER,F,"5,457",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,KINDER,F,"2,600",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,KINDER,F,"3,555",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,KINDER,F,"2,552",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,KINDER,F,"29,138",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,1,M,"4,598",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,1,M,"2,642",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,1,M,"15,837",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,1,M,"26,732",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,1,M,"1,627",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,1,M,"3,863",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,1,M,"6,159",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,1,M,"8,021",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,1,M,"1,903",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,1,M,"1,710",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,1,M,"4,220",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,1,M,"5,188",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,1,M,"3,763",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,1,M,"1,480",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,1,M,"2,734",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,1,M,"2,005",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,1,M,"26,238",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,1,F,"4,090",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,1,F,"2,410",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,1,F,"14,159",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,1,F,"24,607",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,1,F,"1,450",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,1,F,"3,468",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,1,F,"5,329",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,1,F,"7,265",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,1,F,"1,635",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,1,F,"1,504",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,1,F,"3,701",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,1,F,"4,527",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,1,F,"3,332",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,1,F,"1,333",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,1,F,"2,590",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,1,F,"1,902",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,1,F,"24,653",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,2,M,"3,819",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,2,M,"2,361",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,2,M,"13,822",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,2,M,"22,931",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,2,M,"1,355",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,2,M,"3,283",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,2,M,"5,200",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,2,M,"6,921",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,2,M,"1,507",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,2,M,"1,537",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,2,M,"3,562",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,2,M,"4,261",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,2,M,"3,184",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,2,M,"1,262",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,2,M,"2,271",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,2,M,"1,788",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,2,M,"24,020",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,2,F,"3,554",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,2,F,"2,042",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,2,F,"12,368",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,2,F,"20,770",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,2,F,"1,286",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,2,F,"2,907",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,2,F,"4,657",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,2,F,"6,374",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,2,F,"1,351",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,2,F,"1,356",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,2,F,"3,125",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,2,F,"3,773",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,2,F,"2,826",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,2,F,"1,097",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,2,F,"2,226",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,2,F,"1,515",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,2,F,"22,418",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,3,M,"3,924",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,3,M,"2,423",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,3,M,"14,336",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,3,M,"23,899",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,3,M,"1,390",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,3,M,"3,330",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,3,M,"5,472",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,3,M,"7,069",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,3,M,"1,567",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,3,M,"1,488",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,3,M,"3,580",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,3,M,"4,656",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,3,M,"3,342",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,3,M,"1,294",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,3,M,"2,113",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,3,M,"1,860",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,3,M,"24,690",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,3,F,"3,694",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,3,F,"2,093",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,3,F,"13,107",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,3,F,"21,938",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,3,F,"1,279",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,3,F,"2,927",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,3,F,"4,917",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,3,F,"6,404",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,3,F,"1,412",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,3,F,"1,321",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,3,F,"3,188",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,3,F,"4,185",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,3,F,"2,958",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,3,F,"1,075",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,3,F,"2,038",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,3,F,"1,712",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,3,F,"23,334",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,4,M,"4,197",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,4,M,"2,402",N,
2018-2019,GS, Region III - Central Luzon ,PRIVATE,4,M,"14,467",N,
2018-2019,GS, Region IV-A - CALABARZON ,PRIVATE,4,M,"24,243",N,
2018-2019,GS, Region IV-B - MIMAROPA ,PRIVATE,4,M,"1,365",N,
2018-2019,GS, Region V - Bicol Region ,PRIVATE,4,M,"3,139",N,
2018-2019,GS, Region VI - Western Visayas ,PRIVATE,4,M,"5,539",N,
2018-2019,GS, Region VII - Central Visayas ,PRIVATE,4,M,"6,906",N,
2018-2019,GS, Region VIII - Eastern Visayas ,PRIVATE,4,M,"1,615",N,
2018-2019,GS, Region IX - Zamboanga Peninsula ,PRIVATE,4,M,"1,571",N,
2018-2019,GS, Region X - Northern Mindanao ,PRIVATE,4,M,"3,594",N,
2018-2019,GS, Region XI - Davao Region ,PRIVATE,4,M,"4,642",N,
2018-2019,GS, Region XII - Soccsksargen ,PRIVATE,4,M,"3,481",N,
2018-2019,GS, CARAGA - CARAGA ,PRIVATE,4,M,"1,222",N,
2018-2019,GS, BARMM - Bangsamoro Autonomous Region in Muslim Mindanao ,PRIVATE,4,M,"1,823",N,
2018-2019,GS, CAR - Cordillera Administrative Region ,PRIVATE,4,M,"1,843",N,
2018-2019,GS, NCR - National Capital Region ,PRIVATE,4,M,"24,490",N,
2018-2019,GS, Region I - Ilocos Region ,PRIVATE,4,F,"3,557",N,
2018-2019,GS, Region II - Cagayan Valley ,PRIVATE,4,F,"1,996",N,
